Accel_x,Accel_y,Accel_z
0.732,0.573,-0.337
0.717,0.567,-0.331
0.705,0.569,-0.325
0.689,0.542,-0.321
0.663,0.544,-0.26
0.683,0.548,-0.252
0.682,0.528,-0.235
0.661,0.51,-0.205
0.723,0.569,-0.18
0.735,0.591,-0.161
0.752,0.628,-0.142
0.763,0.626,-0.116
0.793,0.626,-0.083
0.808,0.618,-0.045
0.813,0.604,-0.018
0.813,0.591,0
0.816,0.578,-0.001
0.813,0.572,-0.009
0.799,0.579,-0.022
0.777,0.586,-0.038
0.751,0.601,-0.056
0.734,0.614,-0.062
0.698,0.625,-0.097
0.679,0.618,-0.127
0.688,0.608,-0.123
0.707,0.6,-0.095
0.726,0.577,-0.066
0.762,0.592,-0.011
0.814,0.59,0.021
0.852,0.612,0.014
0.847,0.62,-0.005
0.846,0.614,0.009
0.828,0.609,-0.003
0.811,0.616,-0.019
0.795,0.595,-0.021
0.775,0.583,-0.032
0.763,0.582,-0.038
0.757,0.589,-0.034
0.757,0.615,-0.028
0.759,0.635,-0.018
0.759,0.665,0.007
0.759,0.669,0.03
0.756,0.662,0.048
0.751,0.639,0.08
0.793,0.603,0.166
0.787,0.587,0.178
0.751,0.582,0.159
0.73,0.538,0.213
0.729,0.509,0.243
0.712,0.441,0.235
0.689,0.435,0.25
0.672,0.45,0.288
0.644,0.476,0.287
0.63,0.533,0.284
0.63,0.594,0.307
0.64,0.608,0.297
0.646,0.609,0.3
0.647,0.611,0.305
0.634,0.584,0.313
0.61,0.562,0.315
0.569,0.538,0.336
0.905,0.295,-0.88
0.905,0.322,-0.917
0.85,0.347,-0.928
0.821,0.309,-0.876
0.823,0.246,-0.825
0.854,0.174,-0.782
0.896,0.154,-0.777
0.914,0.162,-0.766
0.938,0.187,-0.756
0.978,0.175,-0.735
1.003,0.167,-0.707
1.023,0.171,-0.705
1.028,0.162,-0.691
1.014,0.163,-0.679
0.998,0.168,-0.667
0.983,0.156,-0.663
0.969,0.146,-0.637
0.949,0.127,-0.62
0.93,0.122,-0.601
0.914,0.117,-0.589
0.883,0.106,-0.574
0.863,0.108,-0.549
0.855,0.148,-0.537
0.855,0.167,-0.529
0.851,0.192,-0.523
0.866,0.226,-0.519
0.869,0.255,-0.525
0.857,0.276,-0.529
0.851,0.292,-0.531
0.849,0.305,-0.535
0.846,0.308,-0.543
0.839,0.305,-0.547
0.836,0.304,-0.555
0.833,0.307,-0.554
0.835,0.317,-0.551
0.843,0.325,-0.556
0.844,0.327,-0.56
0.839,0.329,-0.544
0.839,0.326,-0.531
0.834,0.318,-0.533
0.83,0.33,-0.509
0.835,0.332,-0.508
0.823,0.335,-0.508
0.786,0.349,-0.51
0.768,0.371,-0.511
0.747,0.386,-0.502
0.732,0.395,-0.491
0.732,0.414,-0.485
0.751,0.422,-0.48
0.764,0.431,-0.449
0.785,0.433,-0.429
0.791,0.443,-0.41
0.807,0.468,-0.378
0.814,0.482,-0.349
0.823,0.488,-0.322
0.806,0.488,-0.301
0.762,0.46,-0.255
0.871,0.481,-0.198
0.892,0.509,-0.166
0.869,0.511,-0.178
0.836,0.51,-0.184
0.816,0.551,-0.162
0.808,0.538,-0.159
0.796,0.535,-0.143
0.796,0.515,-0.157
0.788,0.535,-0.148
0.819,0.463,-0.171
0.826,0.456,-0.169
0.811,0.511,-0.145
0.734,0.545,-0.13
0.717,0.56,-0.119
0.714,0.58,-0.102
0.698,0.585,-0.1
0.689,0.583,-0.102
0.702,0.582,-0.073
0.749,0.597,-0.059
0.764,0.614,-0.049
0.767,0.62,-0.055
0.793,0.632,-0.027
0.807,0.638,-0.016
0.82,0.632,-0.005
0.81,0.617,-0.002
0.793,0.599,0.021
0.775,0.579,0.02
0.762,0.569,0.024
0.759,0.563,0.036
0.756,0.567,0.032
0.739,0.574,0.023
0.73,0.589,0.01
0.732,0.617,0.005
0.739,0.64,0.008
0.746,0.661,0.012
0.742,0.671,0.013
0.736,0.673,0.015
0.725,0.652,0.043
0.722,0.652,0.05
0.717,0.662,0.102
0.733,0.613,0.148
0.667,0.602,0.12
0.677,0.546,0.185
0.683,0.52,0.225
0.67,0.495,0.263
0.684,0.489,0.296
0.722,0.48,0.295
0.745,0.476,0.311
0.712,0.494,0.326
0.691,0.5,0.339
0.652,0.509,0.337
0.625,0.529,0.349
0.602,0.551,0.37
0.571,0.606,0.415
0.546,0.674,0.502
0.543,0.641,0.525
0.503,0.613,0.556
0.472,0.589,0.594
0.447,0.569,0.633
0.447,0.528,0.633
0.377,0.547,0.64
0.35,0.531,0.642
1.104,-0.382,-0.751
1.117,-0.051,-0.576
0.919,0.101,-0.678
0.699,0.236,-0.819
0.683,0.324,-0.839
0.77,0.267,-0.851
0.809,0.156,-0.887
0.833,0.102,-0.857
0.867,0.101,-0.824
0.9,0.148,-0.785
0.924,0.167,-0.755
0.948,0.188,-0.746
0.972,0.191,-0.726
0.988,0.174,-0.696
1.007,0.174,-0.673
1.019,0.17,-0.638
1.011,0.155,-0.602
0.997,0.13,-0.568
0.957,0.095,-0.555
0.931,0.068,-0.542
0.911,0.076,-0.535
0.89,0.09,-0.544
0.877,0.101,-0.554
0.881,0.116,-0.559
0.885,0.128,-0.571
0.881,0.142,-0.578
0.886,0.148,-0.583
0.894,0.161,-0.581
0.889,0.192,-0.566
0.892,0.201,-0.555
0.897,0.207,-0.543
0.905,0.215,-0.538
0.913,0.232,-0.56
0.915,0.257,-0.582
0.91,0.282,-0.604
0.891,0.286,-0.603
0.867,0.29,-0.593
0.852,0.293,-0.579
0.829,0.305,-0.578
0.811,0.327,-0.585
0.761,0.336,-0.586
0.692,0.332,-0.575
0.667,0.323,-0.539
0.667,0.322,-0.506
0.714,0.337,-0.45
0.751,0.357,-0.433
0.793,0.375,-0.384
0.818,0.398,-0.354
0.836,0.416,-0.329
0.846,0.426,-0.316
0.834,0.441,-0.297
0.822,0.429,-0.283
0.805,0.408,-0.269
0.777,0.392,-0.243
0.752,0.365,-0.221
0.724,0.358,-0.189
0.72,0.384,-0.163
0.733,0.412,-0.124
0.712,0.472,-0.082
0.709,0.496,-0.041
0.709,0.522,-0.014
0.717,0.517,0.024
0.747,0.544,0.231
0.902,0.384,0.355
0.855,0.376,0.317
0.848,0.383,0.391
0.879,0.329,0.433
0.819,0.327,0.424
0.772,0.349,0.403
0.728,0.383,0.396
0.714,0.4,0.429
0.682,0.384,0.437
0.447,0.398,0.413
0.323,0.395,0.398
0.188,0.344,0.353
0.159,0.212,0.315
0.088,0.237,0.565
0.149,0.598,0.833
-0.034,0.926,1.086
-0.111,0.861,1.146
-0.226,0.36,0.929
-0.044,-0.006,1.098
0.142,-0.278,1.3
0.236,-0.2,1.256
0.274,-0.15,1.143
0.289,-0.085,1.038
0.227,0.187,0.927
0.19,0.32,0.913
0.198,0.464,0.933
0.224,0.518,0.942
0.268,0.552,0.936
0.278,0.601,0.94
0.256,0.618,0.955
0.224,0.605,1.002
0.182,0.533,1.053
0.113,0.474,1.111
-0.066,0.493,1.004
0.017,0.263,1.239
0.01,0.235,1.21
0.001,0.249,1.195
0.012,0.21,1.2
0.021,0.205,1.19
0.001,0.227,1.179
-0.041,0.264,1.151
0.007,0.387,1.122
0.032,0.432,1.092
0.091,0.491,1.079
0.112,0.508,1.024
0.113,0.506,0.975
0.12,0.492,0.925
0.109,0.474,0.909
0.096,0.454,0.912
0.088,0.423,0.915
0.082,0.384,0.936
0.073,0.386,0.941
0.068,0.39,0.935
0.08,0.39,0.933
0.091,0.389,0.934
0.103,0.386,0.935
0.895,0.589,-0.625
0.92,0.634,-0.688
0.929,0.621,-0.727
0.949,0.598,-0.712
0.961,0.546,-0.647
0.976,0.488,-0.584
0.999,0.438,-0.511
0.996,0.404,-0.47
1.025,0.363,-0.431
1.052,0.362,-0.367
1.046,0.362,-0.339
1.045,0.379,-0.354
1.031,0.39,-0.359
1.011,0.403,-0.364
0.989,0.407,-0.369
0.976,0.425,-0.377
0.966,0.43,-0.383
0.952,0.449,-0.385
0.945,0.474,-0.389
0.93,0.489,-0.394
0.914,0.498,-0.391
0.897,0.507,-0.388
0.873,0.503,-0.371
0.848,0.49,-0.358
0.848,0.492,-0.323
0.86,0.488,-0.28
0.865,0.489,-0.247
0.856,0.485,-0.212
0.858,0.472,-0.163
0.852,0.469,-0.149
0.855,0.479,-0.113
0.853,0.501,-0.088
0.852,0.515,-0.065
0.834,0.519,-0.061
0.843,0.509,-0.046
0.83,0.525,-0.038
0.826,0.536,0.008
0.863,0.507,0.024
0.87,0.5,0.02
0.859,0.498,0.017
0.84,0.496,0.033
0.806,0.504,0.042
0.742,0.529,0.052
0.68,0.559,0.054
0.621,0.567,0.069
0.607,0.545,0.081
0.619,0.54,0.119
0.614,0.526,0.164
0.637,0.482,0.212
0.633,0.473,0.3
0.623,0.463,0.379
0.602,0.45,0.416
0.595,0.388,0.447
0.587,0.347,0.483
0.581,0.308,0.514
0.585,0.325,0.527
0.588,0.336,0.543
0.609,0.316,0.547
0.599,0.315,0.517
0.575,0.31,0.523
0.567,0.301,0.541
0.566,0.2,0.506
0.575,0.201,0.582
0.492,0.226,0.642
0.419,0.26,0.714
0.326,0.311,0.773
0.244,0.356,0.766
0.28,0.325,0.762
0.205,0.214,0.771
0.109,0.147,0.855
-0.014,0.119,0.975
-0.04,0.1,1.082
-0.037,0.091,1.196
0.033,0.047,1.304
0.097,0.038,1.315
0.172,0.01,1.288
0.207,-0.023,1.285
0.211,-0.017,1.283
0.187,0.024,1.285
0.18,0.042,1.237
0.164,0.078,1.16
0.146,0.124,1.048
0.139,0.142,0.982
0.133,0.122,0.957
0.125,0.076,0.932
0.132,0.054,0.911
0.161,0.062,0.878
0.194,0.099,0.859
0.207,0.129,0.84
0.205,0.138,0.85
0.207,0.11,0.898
0.208,0.07,0.937
0.199,0.059,0.943
0.17,0.047,0.949
0.127,0.031,0.953
0.081,0.015,0.983
0.04,0.013,0.997
0.009,0.007,1.027
0.007,-0.001,1.067
0.022,-0.003,1.102
0.046,-0.016,1.114
0.048,-0.021,1.126
0.036,-0.025,1.136
0.019,-0.035,1.153
-0.013,-0.048,1.184
-0.044,-0.063,1.214
-0.06,-0.079,1.232
-0.076,-0.084,1.24
-0.091,-0.052,1.245
-0.108,-0.018,1.26
-0.105,-0.017,1.269
-0.094,-0.038,1.264
-0.088,-0.06,1.252
-0.066,-0.083,1.236
-0.06,-0.085,1.216
-0.04,-0.065,1.2
-0.018,-0.052,1.188
0.027,-0.022,1.169
0.039,-0.019,1.133
0.882,0.686,-0.464
0.886,0.706,-0.495
0.883,0.703,-0.506
0.876,0.661,-0.511
0.882,0.615,-0.483
0.89,0.573,-0.469
0.901,0.538,-0.401
0.918,0.504,-0.366
0.933,0.469,-0.345
0.971,0.431,-0.297
1.003,0.424,-0.266
0.989,0.425,-0.275
0.956,0.428,-0.274
0.948,0.429,-0.274
0.936,0.449,-0.285
0.918,0.479,-0.29
0.913,0.506,-0.287
0.917,0.526,-0.268
0.914,0.506,-0.249
0.908,0.503,-0.244
0.89,0.507,-0.237
0.866,0.511,-0.223
0.842,0.509,-0.217
0.82,0.488,-0.19
0.805,0.471,-0.193
0.796,0.479,-0.184
0.797,0.495,-0.173
0.802,0.524,-0.175
0.811,0.538,-0.167
0.842,0.547,-0.157
0.865,0.542,-0.157
0.87,0.542,-0.164
0.879,0.546,-0.157
0.902,0.555,-0.146
0.902,0.555,-0.143
0.899,0.549,-0.129
0.892,0.545,-0.124
0.886,0.538,-0.109
0.849,0.496,-0.107
0.845,0.503,-0.088
0.864,0.529,-0.094
0.874,0.596,-0.103
0.85,0.605,-0.142
0.813,0.622,-0.116
0.83,0.631,-0.085
0.83,0.632,-0.061
0.796,0.608,-0.059
0.801,0.566,-0.03
0.808,0.545,0.005
0.812,0.539,0.016
0.81,0.537,0.019
0.801,0.552,0.015
0.792,0.562,0.027
0.79,0.569,0.052
0.772,0.579,0.047
0.762,0.576,0.054
0.757,0.566,0.062
0.739,0.565,0.05
0.717,0.557,0.054
0.696,0.538,0.048
0.684,0.544,0.054
0.686,0.549,0.063
0.701,0.556,0.082
0.714,0.543,0.083
0.709,0.572,0.133
0.704,0.569,0.21
0.782,0.494,0.357
0.852,0.407,0.415
0.849,0.385,0.364
0.82,0.257,0.385
0.973,0.315,0.475
1.036,0.28,0.51
0.971,0.247,0.41
0.848,0.285,0.421
0.79,0.298,0.407
0.664,0.325,0.399
0.585,0.381,0.405
0.553,0.407,0.443
0.525,0.441,0.485
0.536,0.425,0.493
0.543,0.383,0.495
0.559,0.363,0.478
0.564,0.339,0.474
0.515,0.382,0.452
0.468,0.399,0.374
0.479,0.329,0.538
0.539,0.262,0.601
0.508,0.209,0.614
0.49,0.155,0.703
0.442,0.106,0.741
0.382,0.076,0.78
0.329,0.067,0.834
0.292,0.073,0.845
0.236,0.103,0.886
0.238,0.142,0.933
0.245,0.214,0.966
0.274,0.243,0.957
0.289,0.26,0.948
0.293,0.247,0.942
0.292,0.231,0.941
0.282,0.2,0.93
0.264,0.196,0.923
0.257,0.223,0.929
0.256,0.238,0.921
0.244,0.273,0.915
0.245,0.252,0.922
0.233,0.212,0.952
0.17,0.184,0.957
0.13,0.132,0.969
0.114,0.105,1.004
0.111,0.084,1.04
0.117,0.069,1.08
0.111,0.065,1.104
0.097,0.067,1.096
0.093,0.077,1.071
0.107,0.079,1.07
0.123,0.079,1.077
0.148,0.084,1.076
0.172,0.101,1.076
0.801,0.744,-0.476
0.843,0.712,-0.457
0.89,0.502,-0.369
0.967,0.541,-0.31
1.036,0.491,-0.249
1.055,0.466,-0.208
1.087,0.444,-0.168
1.083,0.421,-0.179
1.057,0.405,-0.22
1.015,0.4,-0.25
0.956,0.401,-0.293
0.908,0.43,-0.301
0.888,0.484,-0.284
0.87,0.505,-0.258
0.866,0.508,-0.219
0.854,0.51,-0.187
0.819,0.518,-0.206
0.831,0.515,-0.158
0.842,0.484,-0.122
0.836,0.474,-0.114
0.83,0.469,-0.119
0.833,0.468,-0.11
0.847,0.472,-0.103
0.869,0.482,-0.096
0.885,0.51,-0.085
0.903,0.518,-0.092
0.904,0.516,-0.084
0.932,0.558,-0.092
0.944,0.597,-0.106
0.952,0.598,-0.103
0.938,0.581,-0.111
0.919,0.576,-0.088
0.901,0.562,-0.086
0.868,0.548,-0.079
0.831,0.516,-0.07
0.787,0.483,-0.068
0.761,0.549,-0.059
0.91,0.366,-0.113
0.907,0.443,-0.055
0.848,0.479,0.001
0.804,0.523,0.011
0.813,0.551,0.043
0.813,0.575,0.076
0.802,0.571,0.088
0.804,0.554,0.091
0.806,0.527,0.095
0.81,0.508,0.114
0.79,0.497,0.115
0.76,0.534,0.113
0.748,0.545,0.129
0.739,0.569,0.139
0.734,0.579,0.143
0.736,0.58,0.163
0.756,0.577,0.184
0.763,0.582,0.185
0.791,0.566,0.234
0.814,0.558,0.242
0.818,0.549,0.365
0.831,0.528,0.259
0.839,0.509,0.257
0.843,0.498,0.257
0.825,0.483,0.264
0.814,0.488,0.267
0.796,0.48,0.261
0.789,0.488,0.255
0.767,0.496,0.235
0.733,0.502,0.219
0.712,0.514,0.212
0.701,0.521,0.23
0.705,0.53,0.314
0.766,0.497,0.342
0.769,0.476,0.334
0.784,0.462,0.377
0.804,0.439,0.417
0.804,0.445,0.428
0.775,0.456,0.427
0.766,0.448,0.448
0.762,0.41,0.457
0.738,0.378,0.456
0.707,0.333,0.445
0.665,0.285,0.434
0.623,0.253,0.437
0.574,0.236,0.436
0.498,0.294,0.492
0.453,0.305,0.481
0.432,0.352,0.479
0.447,0.392,0.495
0.485,0.46,0.504
0.537,0.446,0.556
0.621,0.377,0.595
0.648,0.317,0.789
0.583,0.248,0.968
0.486,0.122,1.065
0.416,-0.012,1.118
0.342,-0.156,1.136
0.254,-0.182,1.137
0.209,-0.16,1.171
0.179,-0.135,1.184
0.162,-0.121,1.169
0.139,-0.06,1.128
0.128,0.071,1.097
0.142,0.144,1.071
0.206,0.217,1.036
0.221,0.254,0.979
0.237,0.261,0.939
0.253,0.266,0.903
0.281,0.246,0.897
0.303,0.193,0.911
0.3,0.148,0.92
0.282,0.14,0.923
0.263,0.128,0.935
0.252,0.132,0.955
0.224,0.123,0.96
0.205,0.107,0.984
0.207,0.1,1
0.211,0.108,1.014
0.209,0.121,1.021
0.209,0.119,1.037
0.213,0.105,1.065
0.927,0.67,-0.463
0.946,0.643,-0.514
0.93,0.631,-0.553
0.937,0.626,-0.576
0.935,0.63,-0.577
0.934,0.604,-0.572
0.935,0.561,-0.558
0.932,0.532,-0.532
0.945,0.472,-0.497
0.988,0.436,-0.457
1.038,0.417,-0.41
1.069,0.395,-0.374
1.074,0.393,-0.37
1.091,0.394,-0.347
1.121,0.4,-0.319
1.145,0.41,-0.309
1.155,0.423,-0.285
1.151,0.425,-0.26
1.136,0.426,-0.245
1.113,0.424,-0.243
1.098,0.407,-0.238
1.063,0.398,-0.232
1.025,0.371,-0.22
0.965,0.366,-0.214
0.913,0.378,-0.222
0.878,0.405,-0.227
0.854,0.441,-0.237
0.814,0.47,-0.244
0.801,0.484,-0.234
0.806,0.521,-0.225
0.82,0.546,-0.19
0.818,0.546,-0.184
0.822,0.54,-0.165
0.834,0.535,-0.142
0.837,0.529,-0.129
0.844,0.525,-0.099
0.841,0.52,-0.083
0.844,0.516,-0.054
0.852,0.506,-0.019
0.842,0.494,-0.012
0.838,0.486,-0.005
0.845,0.47,0.019
0.86,0.466,0.035
0.872,0.465,0.042
0.874,0.481,0.03
0.881,0.48,0.019
0.878,0.492,0.006
0.879,0.502,-0.014
0.873,0.527,-0.031
0.863,0.561,-0.056
0.879,0.579,-0.069
0.884,0.592,-0.078
0.846,0.625,-0.08
0.82,0.622,-0.089
0.897,0.585,-0.081
0.906,0.576,-0.061
0.889,0.593,-0.043
0.859,0.618,-0.032
0.87,0.581,-0.046
0.882,0.581,-0.024
0.871,0.568,0.007
0.848,0.538,0.037
0.812,0.534,0.063
0.793,0.492,0.072
0.799,0.449,0.077
0.789,0.443,0.097
0.752,0.459,0.101
0.732,0.494,0.111
0.757,0.489,0.121
0.761,0.507,0.112
0.767,0.504,0.11
0.751,0.521,0.123
0.736,0.53,0.159
0.722,0.553,0.162
0.754,0.591,0.239
0.758,0.599,0.259
0.759,0.588,0.264
0.77,0.571,0.288
0.784,0.535,0.342
0.816,0.456,0.461
0.834,0.343,0.444
0.78,0.324,0.441
0.715,0.29,0.448
0.677,0.269,0.471
0.61,0.305,0.474
0.578,0.346,0.479
0.543,0.376,0.484
0.526,0.416,0.518
0.544,0.445,0.547
0.587,0.46,0.594
0.608,0.448,0.748
0.618,0.411,0.651
0.622,0.382,0.664
0.61,0.365,0.676
0.593,0.325,0.681
0.569,0.276,0.675
0.557,0.234,0.675
0.501,0.2,0.663
0.443,0.191,0.649
0.391,0.182,0.684
0.336,0.211,0.668
0.306,0.269,0.663
0.282,0.287,0.653
0.288,0.29,0.682
0.34,0.313,0.721
0.393,0.281,0.774
0.449,0.22,0.855
0.407,0.131,0.89
0.359,0.055,0.97
0.316,-0.022,1.043
0.244,-0.062,1.058
0.18,-0.047,1.066
0.16,-0.043,1.073
0.134,-0.044,1.097
0.108,-0.049,1.085
0.075,0.015,1.046
0.073,0.063,1.038
0.094,0.085,1.041
0.117,0.099,1.043
0.804,0.826,-0.7
0.901,0.913,-0.809
0.952,0.961,-0.919
1.053,0.954,-0.94
1.062,0.875,-0.881
1.057,0.765,-0.798
1.091,0.568,-0.744
1.112,0.444,-0.606
1.118,0.315,-0.506
1.127,0.25,-0.389
1.12,0.204,-0.351
1.115,0.139,-0.294
1.157,0.128,-0.217
1.136,0.125,-0.18
1.097,0.14,-0.208
1.106,0.162,-0.237
1.132,0.227,-0.232
1.086,0.339,-0.338
1.041,0.376,-0.377
1.005,0.446,-0.4
0.965,0.47,-0.428
0.929,0.474,-0.443
0.885,0.487,-0.46
0.821,0.508,-0.486
0.753,0.518,-0.492
0.719,0.503,-0.477
0.71,0.479,-0.442
0.714,0.465,-0.409
0.71,0.465,-0.348
0.717,0.46,-0.306
0.745,0.445,-0.274
0.768,0.432,-0.241
0.811,0.443,-0.219
0.851,0.477,-0.211
0.893,0.508,-0.223
0.905,0.545,-0.266
0.914,0.55,-0.294
0.931,0.544,-0.297
0.933,0.53,-0.331
0.936,0.528,-0.367
0.953,0.529,-0.384
0.976,0.532,-0.397
0.99,0.529,-0.404
1.003,0.525,-0.417
1.002,0.526,-0.419
1,0.508,-0.428
0.967,0.538,-0.42
0.918,0.533,-0.39
0.899,0.511,-0.326
0.901,0.493,-0.273
0.894,0.469,-0.189
0.863,0.465,-0.127
0.848,0.451,-0.083
0.831,0.447,-0.03
0.813,0.454,0.012
0.809,0.457,0.05
0.806,0.469,0.07
0.801,0.488,0.08
0.798,0.508,0.088
0.782,0.535,0.063
0.752,0.577,0.044
0.742,0.612,0.019
0.723,0.645,-0.01
0.697,0.685,-0.052
0.674,0.711,-0.061
0.63,0.722,-0.083
0.587,0.717,-0.103
0.578,0.666,-0.09
0.57,0.624,-0.031
0.582,0.598,0.051
0.592,0.564,0.063
0.604,0.527,0.101
0.665,0.515,0.146
0.779,0.509,0.38
0.976,0.284,0.46
0.95,0.236,0.375
0.943,0.2,0.43
0.947,0.141,0.468
0.886,0.134,0.42
0.871,0.109,0.416
0.824,0.127,0.413
0.771,0.166,0.438
0.731,0.166,0.428
0.697,0.203,0.401
0.688,0.238,0.401
0.698,0.305,0.425
0.715,0.315,0.617
0.705,0.308,0.552
0.676,0.303,0.597
0.631,0.283,0.612
0.602,0.229,0.655
0.559,0.122,0.693
0.457,0.102,0.763
0.405,-0.023,0.793
0.333,-0.005,0.816
0.325,-0.014,0.878
0.343,0.024,0.851
0.352,0.081,0.907
0.296,0.135,0.908
0.271,0.18,0.855
0.273,0.19,0.801
0.277,0.18,0.788
0.267,0.187,0.782
0.258,0.202,0.84
0.27,0.204,0.885
0.248,0.242,0.94
0.19,0.329,1.049
0.279,0.024,1.243
0.229,0.014,1.281
0.165,-0.066,1.279
0.121,-0.079,1.287
0.102,-0.055,1.316
0.086,-0.002,1.297
0.071,0.037,1.267
0.074,0.064,1.212
0.087,0.096,1.17
0.092,0.12,1.132
0.103,0.141,1.091
0.118,0.16,1.059
0.691,0.819,-0.612
0.727,0.832,-0.715
0.745,0.84,-0.838
0.752,0.905,-0.896
0.739,0.905,-0.965
0.764,0.885,-0.968
0.915,0.795,-0.932
1.031,0.743,-0.846
1.099,0.671,-0.639
1.09,0.52,-0.636
1.097,0.447,-0.572
1.106,0.314,-0.507
1.185,0.288,-0.361
1.192,0.238,-0.321
1.179,0.222,-0.289
1.163,0.199,-0.276
1.117,0.2,-0.284
1.074,0.216,-0.31
1.038,0.244,-0.341
1.018,0.282,-0.362
0.946,0.305,-0.38
0.916,0.311,-0.387
0.861,0.331,-0.438
0.802,0.352,-0.464
0.764,0.378,-0.46
0.739,0.393,-0.455
0.743,0.401,-0.446
0.77,0.418,-0.402
0.789,0.447,-0.354
0.816,0.455,-0.318
0.86,0.459,-0.278
0.859,0.468,-0.257
0.864,0.452,-0.126
0.888,0.438,-0.185
0.893,0.42,-0.173
0.896,0.411,-0.179
0.891,0.41,-0.183
0.889,0.423,-0.191
0.886,0.44,-0.205
0.888,0.458,-0.223
0.885,0.473,-0.249
0.877,0.489,-0.289
0.87,0.492,-0.32
0.87,0.493,-0.332
0.882,0.503,-0.34
0.896,0.522,-0.375
0.927,0.546,-0.407
0.935,0.553,-0.436
0.922,0.54,-0.437
0.869,0.553,-0.46
0.867,0.517,-0.392
0.873,0.467,-0.314
0.872,0.429,-0.271
0.871,0.415,-0.223
0.879,0.401,-0.166
0.888,0.401,-0.141
0.888,0.405,-0.123
0.883,0.413,-0.117
0.883,0.433,-0.115
0.889,0.47,-0.12
0.88,0.518,-0.132
0.887,0.547,-0.128
0.874,0.558,-0.14
0.868,0.569,-0.135
0.857,0.569,-0.113
0.839,0.566,-0.091
0.816,0.558,-0.09
0.811,0.549,-0.062
0.796,0.534,-0.044
0.786,0.522,-0.016
0.754,0.505,-0.022
0.736,0.496,-0.014
0.754,0.481,0.047
0.751,0.505,0.052
0.763,0.528,0.049
0.771,0.539,0.06
0.771,0.551,0.076
0.796,0.561,0.101
0.832,0.566,0.127
0.837,0.57,0.163
0.83,0.573,0.184
0.809,0.561,0.189
0.791,0.547,0.205
0.761,0.539,0.203
0.751,0.526,0.203
0.74,0.529,0.198
0.746,0.536,0.211
0.73,0.548,0.188
0.713,0.557,0.182
0.709,0.56,0.171
0.702,0.561,0.15
0.706,0.565,0.154
0.723,0.566,0.17
0.736,0.574,0.172
0.752,0.581,0.181
0.771,0.579,0.182
0.813,0.562,0.201
0.829,0.53,0.199
0.821,0.527,0.232
0.829,0.492,0.237
0.844,0.498,0.252
0.847,0.494,0.269
0.854,0.485,0.306
0.932,0.435,0.353
0.895,0.41,0.302
0.863,0.42,0.309
0.819,0.405,0.285
0.78,0.392,0.287
0.762,0.291,0.272
0.741,0.238,0.271
0.717,0.241,0.294
0.705,0.243,0.298
0.674,0.299,0.284
0.654,0.395,0.349
0.714,0.47,0.414
0.796,0.47,0.472
0.857,0.427,0.53
0.857,0.383,0.536
0.817,0.387,0.538
0.264,-0.281,1.612
0.358,-0.3,1.71
0.365,-0.206,1.696
0.264,-0.166,1.464
0.093,-0.224,1.146
-0.035,-0.262,1.005
-0.086,-0.335,0.863
-0.079,-0.38,0.79
-0.056,-0.363,0.746
-0.018,-0.313,0.752
0.022,-0.264,0.818
0.052,-0.203,0.89
0.065,-0.153,0.962
0.081,-0.126,1.029
0.097,-0.132,1.054
0.116,-0.155,1.085
0.118,-0.177,1.091
0.109,-0.189,1.076
0.094,-0.176,1.042
0.083,-0.155,1.005
0.047,-0.137,0.964
0.065,-0.165,0.939
0.027,-0.086,0.929
0.06,-0.123,0.921
0.088,-0.126,0.934
0.116,-0.125,0.966
0.139,-0.149,1
0.174,-0.208,1.029
0.194,-0.289,1.045
0.202,-0.349,1.065
0.208,-0.402,1.066
0.216,-0.405,1.056
0.231,-0.367,1.04
0.246,-0.337,1.014
0.261,-0.218,0.981
0.279,-0.144,0.923
0.293,-0.063,0.877
0.306,-0.055,0.875
0.312,-0.129,0.894
0.307,-0.192,0.89
0.291,-0.305,0.886
0.261,-0.355,0.899
0.234,-0.399,0.929
0.221,-0.399,0.962
0.228,-0.363,0.981
0.239,-0.309,0.997
0.262,-0.282,0.997
0.293,-0.268,0.979
0.304,-0.273,0.96
0.324,-0.284,0.947
0.247,-0.315,0.971
0.228,-0.275,0.972
0.24,-0.276,0.94
0.252,-0.288,0.89
0.255,-0.296,0.853
0.249,-0.307,0.83
0.209,-0.337,0.806
0.175,-0.42,0.762
0.125,-0.482,0.719
0.088,-0.577,0.706
0.055,-0.635,0.706
0.05,-0.646,0.739
0.051,-0.63,0.781
0.071,-0.6,0.799
0.098,-0.552,0.832
0.134,-0.503,0.863
0.177,-0.469,0.885
0.221,-0.437,0.897
0.28,-0.39,0.92
0.322,-0.341,0.95
0.346,-0.368,0.939
0.361,-0.371,0.935
0.356,-0.29,0.958
0.374,-0.277,0.943
0.38,-0.306,0.898
0.366,-0.267,0.888
0.362,-0.279,0.858
0.345,-0.236,0.853
0.339,-0.242,0.827
0.348,-0.294,0.665
0.32,-0.344,0.724
0.308,-0.351,0.688
0.262,-0.35,0.643
0.24,-0.325,0.501
0.207,-0.191,0.63
0.201,-0.086,0.649
0.195,-0.077,0.658
0.203,-0.301,0.669
0.202,-0.439,0.63
0.239,-0.645,0.733
0.193,-0.533,0.687
0.238,-0.476,0.742
0.313,-0.516,0.534
0.355,-0.431,0.395
0.231,-0.202,0.405
0.013,0.642,0.884
0.056,1.047,1.324
